Team,Finish,TourneyWins,Result,Seed,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,eFGPct,TOPct,ORPct,FTRate,OppeFGPct,OppTOPct,OppORPct,OppFTRate,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate
2019 Long Beach St.,DNQ,0,0,0,72.5939,71.4724,99.9364,101.15,105.367,106.142,-4.9923,47.62407603,18.98458035,28.88888889,40.76029567,51.14541833,18.94201403,32.97431649,30.17928287,46.28787879,33.79790941,69.81865285,7.043343653,51.625387,33.51955307,69.47194719,8.712121212,30.3062302,35.65737052,43.85093168,49.06284454,0.081301678,0.104287493
2019 Longwood,DNQ,0,0,0,68.2168,67.0043,99.6535,96.4147,103.25,106.611,-10.1963,52.4135876,20.3956044,24.53385672,33.55184744,50.54100228,17.39487179,25.2310536,33.71298405,50.71599045,36.07142857,73.71225577,7.264472191,50.5107832,33.71428571,76.52027027,11.93317422,50.05959476,49.82915718,49.58791209,55.81081081,0.08392674,0.084864469
2019 Louisiana,DNQ,0,0,0,74.0732,72.0226,106.713,106.62,107.537,107.787,-1.16701,50.8,17.37014256,29.08296943,35.04,53.23920266,20.04934192,31.99617956,36.82170543,50.71942446,33.94495413,74.42922374,9.819121447,52.19638243,36.74418605,73.38345865,8.003597122,40.69333333,35.71428571,53.2199271,45.90747331,0.092878911,0.081269047
2019 Louisiana Monroe,DNQ,0,0,0,69.1551,66.3427,111.689,112.45,107.53,109.343,3.10696,54.01626843,16.17605568,26.87886826,35.79054398,52.90669272,17.38821489,29.0239726,28.43185149,49.63570128,39.70080552,78.69318182,5.564516129,52.74193548,35.43990087,71.99312715,11.20218579,44.17895272,39.42354665,54.26966292,48.72340426,0.083179201,0.079835314
2019 Louisiana Tech,DNQ,0,0,0,67.5491,65.348,104.058,104.823,99.3932,101.866,2.95692,49.77691021,16.98293451,29.42206655,35.91745678,49.29298643,19.24732578,28.79484821,30.20361991,49.26199262,33.70944993,65.99378882,10.04651163,49.11627907,33.04473304,68.53932584,10.2398524,39.54266592,39.19683258,51.74644243,54.82166446,0.08302768,0.082555932
2019 Louisville,7. First Round,1,1,7,68.4904,67.195,107.243,113.503,97.6744,92.4983,21.0045,50.88967972,17.43094948,29.19463087,34.92628368,46.76133533,16.07379526,25.91725215,32.03786746,50.58717254,34.18604651,77.72925764,7.850911975,45.99524187,32.03753351,69.51788491,10.56910569,43.72140315,37.16990533,53.62997658,47.86324786,0.063192493,0.082701585
2019 Loyola Chicago,DNQ,0,0,0,63.4473,62.3874,103.202,104.304,96.4511,100.156,4.1479,55.06097561,18.77196117,19.89304813,32.01219512,51.06069534,20.53481032,21.73913043,23.86564526,55.04587156,36.72727273,66.66666667,7.183908046,48.65900383,36.60030628,70.61728395,12.8440367,33.53658537,38.47967001,55.73566085,51.27175368,0.100530046,0.090524686
2019 Loyola Marymount,DNQ,0,0,0,64.5487,62.7708,102.267,103.697,99.5394,100.266,3.43185,49.45717732,19.33798968,29.43589744,36.73100121,49.56359102,21.62162162,27.18940937,36.22194514,50.25210084,31.62393162,75.0410509,10.28138528,50.32467532,32.35294118,76.0757315,9.411764706,28.22677925,42.39401496,55.36193029,65.83941606,0.111752202,0.088430003
2019 Loyola MD,DNQ,0,0,0,70.274,68.4485,103.034,101.567,109.302,110.29,-8.72289,51.5795207,19.53634189,27.86579683,33.60566449,55.63496427,20.5483596,29.63709677,32.32545355,51.80327869,34.09090909,70.98865478,6.223358909,53.79369139,39.31888545,77.04081633,11.47540984,33.55119826,35.51401869,53.20665083,56.04519774,0.122322141,0.102081786
2019 LSU,5. Sweet 16,3,2,3,70.5931,69.9424,112.474,118.62,100.645,97.6208,20.9994,51.15633673,17.92222821,36.76355067,37.09528215,49.90407674,20.09821618,30.75722092,33.14148681,52.88326301,31.89189189,75.18703242,11.82108626,49.44089457,33.7334934,69.03039074,7.946554149,34.22756707,39.95203837,45.74898785,45,0.121855326,0.08901769
2019 Maine,DNQ,0,0,0,64.4081,63.9738,92.3273,93.185,109.279,111.836,-18.6505,48.55855856,22.12026672,25.89027911,25.64564565,55.26641884,19.13500948,27.17948718,38.59975217,49.85507246,30.95238095,63.93442623,10.62052506,52.74463007,38.65979381,71.26805778,7.342995169,37.83783784,48.07930607,63.00984529,64.82479784,0.107175629,0.11109072
2019 Manhattan,DNQ,0,0,0,62.6611,61.7488,91.2716,89.4701,99.8127,104.696,-15.2261,47.29477612,24.09892983,30.66169618,33.20895522,50.93395597,23.50266765,30.2617801,45.56370914,45.61774023,33.13161876,58.42696629,8.944954128,48.50917431,36.20414673,70.86383602,12.03801478,41.10696517,41.82788526,55.29953917,59.69230769,0.109811618,0.099873915
2019 Marist,DNQ,0,0,0,65.486,64.4171,101.978,100.142,104.734,109.654,-9.51165,52.30722526,18.92397403,24.32160804,32.1797207,52.96273671,19.3151673,26.76767677,35.91936469,50.82304527,36.2962963,68.49056604,6.198830409,52.63157895,35.54987212,70.23809524,10.18518519,40.98360656,47.77031155,51.01488498,56.18131868,0.084106551,0.085573526
2019 Marquette,7. First Round,1,1,5,70.6568,68.6533,108.714,114.27,96.7389,95.8589,18.4109,53.45352971,19.34922783,29.39632546,35.14474352,46.31188119,16.59093365,26.1302682,35.89108911,50.04359198,38.80778589,75.72254335,11.15384615,45.07692308,32.36111111,67.86206897,8.892763731,41.74707974,35.64356436,51.06382979,51.03785104,0.069163197,0.097157825
2019 Marshall,DNQ,0,0,0,75.7489,73.949,104.681,108.048,106.621,108.204,-0.155229,51.8800169,15.94656317,22.91086351,30.54499366,52.02991453,20.80445659,32.29090909,32.39316239,52.33002292,34.21550095,72.19917012,11.22853369,51.38705416,35.47215496,71.76781003,7.333842628,44.69792987,35.2991453,50.33428844,44.44444444,0.117575102,0.084133082
2019 Maryland,6. Second Round,2,1,6,66.2805,65.6956,107.334,113.946,98.4651,93.966,19.9801,51.41435306,19.31715834,34.11131059,32.84442116,45.93516209,14.05687953,24.8427673,26.63341646,50.83194676,34.93635078,74.32216906,13.41563786,44.69135802,31.89873418,72.28464419,9.816971714,37.03509691,39.40149626,52.0979021,51.94968553,0.065421955,0.104321496
2019 Maryland Eastern Shore,DNQ,0,0,0,65.3157,62.9984,85.88,85.2079,111.178,114.908,-29.7002,43.53312303,20.69167122,22.78360343,28.26498423,54.43896424,18.96312866,31.62743091,36.62145499,44.46640316,27.92321117,68.75,7.04845815,53.30396476,37.25490196,69.19191919,9.387351779,36.15141956,44.01972873,52.62295082,59.2,0.086427128,0.098628605
2019 Massachusetts,DNQ,0,0,0,68.3845,67.2282,102.523,102.912,107.098,109.066,-6.15448,51.11960677,20.13925113,31.46788991,31.34898962,51.21263395,16.82806795,27.09313264,41.39875917,50.22747953,34.9726776,68.1184669,8.044982699,50.51903114,35.00810373,73.29700272,10.37306642,39.97815401,34.79977439,57.92079208,59.875,0.069852358,0.096613975
2019 McNeese St.,DNQ,0,0,0,67.4389,66.2284,99.7853,98.1238,112.303,114.664,-16.5407,49.72105997,21.31686287,29.6803653,38.77266388,54.22222222,17.70939377,31.85349612,29.26984127,51.28998968,30.96774194,71.94244604,7.849462366,53.76344086,36.58914729,73.96963124,8.255933953,32.42677824,40.95238095,55.38221529,56.79347826,0.067230106,0.102758211
2019 Memphis,DNQ,0,0,0,75.4158,74.1181,105.957,109.145,98.3878,98.2269,10.918,51.07238606,19.73898037,33.20726172,37.3100983,48.61687414,21.31370422,30.90225564,37.52881512,52.62054507,32.2180917,71.37724551,10.95890411,48.85844749,32.16374269,70.14742015,11.39063592,36.05898123,39.41908714,54.59032577,58.12431843,0.105469877,0.103272587
2019 Mercer,DNQ,0,0,0,68.6415,66.7299,103.044,103.674,106.649,106.272,-2.59743,51.01663586,19.32064894,28.78942014,35.67467652,52.69860522,20.07145136,32.31225296,34.68768951,51.19047619,33.82113821,68.56649396,7.5,53.40909091,34.59037711,68.35664336,11.40873016,37.89279113,46.63432383,48.75690608,53.125,0.092598965,0.09510164
2019 Miami FL,DNQ,0,0,0,68.5261,66.9253,104.102,110.079,103.562,100.399,9.67941,50.72933549,16.89737795,25.97864769,30.79416532,52.01271186,19.75903067,29.70749543,22.66949153,51.33843212,33.29192547,73.50877193,8.741258741,51.74825175,34.94623656,72.6635514,8.699808795,43.4900054,39.40677966,51.30434783,53.40375587,0.096296885,0.082669967
2019 Miami OH,DNQ,0,0,0,67.9909,66.2374,102.082,104.806,104.286,103.039,1.76757,48.59976663,18.6953524,29.96389892,34.65577596,51.12094395,16.69402225,25.3411306,33.92330383,48.70689655,32.31552163,71.04377104,7.285429142,51.29740519,33.91053391,69.73913043,10.66810345,45.85764294,40.88495575,44.61756374,49.26568758,0.083470111,0.088351404
2019 Michigan,5. Sweet 16,3,2,2,65.4197,64.652,108.236,115.716,89.2552,86.0482,29.6683,51.59372027,13.94176409,24.67948718,27.54519505,44.06657019,17.9666186,24.82967449,24.07139411,51.78147268,34.20738975,70.1208981,10.27586207,44.27586207,29.0529695,66.33266533,9.580364212,39.91436727,30.05306319,54.41020191,45.80801944,0.093360027,0.060995218
2019 Michigan St.,3. Final Four,5,3,2,68.6506,67.6316,114.457,121.681,94.8722,90.5738,31.1072,55.1793722,18.50105781,33.89694042,33.58744395,43.94449117,14.93594525,26.36594663,27.50210261,54.25685426,37.79620853,75.30040053,13.73074347,41.86202277,31.63841808,67.88990826,8.441558442,37.84753363,37.21614802,66.76003735,51.93370166,0.075430276,0.091191827
2019 Middle Tennessee,DNQ,0,0,0,69.1329,67.5593,93.9549,98.231,104.688,105.442,-7.21082,46.66085947,22.8063091,32.28699552,29.61672474,50.78215527,17.45429999,28.06026365,34.2410197,45.68345324,32.29508197,66.8627451,7.352941176,50.49019608,34.13597734,71.23519459,9.262589928,35.42392567,40.90382387,45.39007092,52.77777778,0.083896359,0.109450997
2019 Milwaukee,DNQ,0,0,0,68.7403,65.9686,99.2003,98.2622,108.492,109.636,-11.3743,48.06708357,18.01171003,26.73450509,28.19783968,51.6590389,15.25925032,28.25070159,36.27002288,46.45454545,33.83915023,74.19354839,9.414225941,53.0334728,33.33333333,70.18927445,9.454545455,37.46446845,45.30892449,45.77656676,53.69649805,0.069052937,0.08498823
2019 Minnesota,6. Second Round,2,1,10,67.9778,67.5056,103.298,110.803,101.467,96.3335,14.4692,48.18538499,17.11618787,31.3559322,41.58901422,49.52539155,16.87108733,28.43601896,28.19174181,48.46796657,31.67495854,68.16037736,10.05025126,48.74371859,34.03361345,69.19191919,10.86350975,29.57332026,33.88704319,58.96279594,50.75921909,0.071487658,0.085376689
2019 Mississippi,7. First Round,1,1,8,69.2037,68.4026,108.408,112.857,101.248,97.8407,15.0161,53.09548793,18.15563217,30.21515435,30.90241343,50.96308186,20.51237289,29.26186292,33.54735152,52.70506108,35.78947368,78.26825127,9.632653061,48.24489796,37.42236025,70.49441786,9.773123909,39.87408185,34.45692884,54.22374429,55.28846154,0.102561864,0.088595994
2019 Mississippi St.,7. First Round,1,1,5,68.5278,67.4913,111.932,117.496,101.401,96.8328,20.6633,54.5913219,19.22103659,34.68667255,32.64379415,50.30975736,19.51936754,29.61373391,32.11151265,53.31125828,37.72609819,71.71561051,13.99511798,48.41334418,35.73446328,71.54340836,10.09933775,39.05146317,36.55136809,51.81623932,50.58962264,0.116775256,0.084811226
2019 Mississippi Valley St.,DNQ,0,0,0,70.232,69.1234,89.5806,89.5406,111.365,114.63,-25.0895,41.91096634,18.4853667,28.40189873,33.71335505,54.09309791,17.52449368,31.68949772,31.99571964,40.06092917,31.00189036,66.34460548,5.541346974,51.40664962,39.08045977,69.23076923,10.05331302,28.71878393,37.23916533,48.98550725,54.05714286,0.077784959,0.08373322
2019 Missouri,DNQ,0,0,0,66.0748,64.7029,101.012,106.815,101.807,97.0623,9.75309,50.45351474,21.03039549,31.88539741,29.8185941,49.41826643,18.11993897,25.73320719,38.04537522,47.63741562,36.31361761,70.34220532,5.201177625,50.53974485,31.85714286,71.71253823,11.28254581,41.21315193,40.72134962,46.70184697,50.13550136,0.069944842,0.090599695
2019 Missouri St.,DNQ,0,0,0,66.2845,65.3508,101.985,102.999,101.675,103.925,-0.926279,51.15783059,18.18876298,25.3507014,36.92870201,53.45477387,21.82651558,25.2972973,34.98743719,51.3592233,33.87888707,68.81188119,12.12723658,49.40357853,40.27303754,71.63375224,9.223300971,37.23339427,36.80904523,45.10869565,52.52387449,0.104282241,0.085850961
2019 Monmouth,DNQ,0,0,0,68.5123,67.3645,94.0202,93.1286,102.095,104.014,-10.8856,45.82463466,20.61781424,29.06882591,40.34446764,51.14422565,21.19396075,28.67830424,43.21447578,46.37037037,29.6819788,68.56403622,11.06243154,48.41182913,35.81780538,69.95073892,9.703703704,29.54070981,51.41032464,47.73299748,58.75634518,0.097533373,0.100002572
2019 Montana,7. First Round,1,1,15,68.3879,66.6216,111.502,107.472,100.898,103.933,3.53882,56.03632479,17.39850413,27.55980861,31.35683761,50.02791736,19.253167,25,37.29759911,55.75757576,37.65690377,69.50596252,8.129370629,49.21328671,34.3122102,74.5508982,8.311688312,38.30128205,36.12506979,52.18818381,44.96815287,0.093616317,0.080810311
2019 Montana St.,DNQ,0,0,0,71.4516,69.9073,109.377,107.56,112.404,115.199,-7.6393,53.4284147,17.11060948,26.24768946,34.887548,57.06961684,17.24604966,26.60194175,28.27846735,51.12195122,37.59398496,74.05660377,4.097560976,57.36585366,37.80193237,70.41984733,6.926829268,43.7739989,44.68429574,56.91747573,53.8290788,0.074040632,0.085327314
2019 Morehead St.,DNQ,0,0,0,70.3078,67.0819,101.344,102.321,109.568,110.041,-7.72013,48.37310195,17.24998865,27.83945346,33.89370933,52.53661088,17.70393572,31.66969147,28.39958159,47.07964602,33.61344538,70.72,10.80858086,51.32013201,36.42857143,74.03314917,13.45132743,38.72017354,36.61087866,51.68393782,50.74116306,0.074447319,0.082618367
2019 Morgan St.,DNQ,0,0,0,73.5701,71.9875,96.1237,92.5883,103.204,110.633,-18.0449,43.73259053,17.89085138,31.79880648,34.31754875,53.32298137,23.90256219,35.12396694,39.8757764,41.53256705,33.06122449,69.96753247,4.518664047,52.35756385,36.65540541,67.28971963,12.03065134,27.29805014,36.77018634,47.30113636,54.13333333,0.102439552,0.077430835
2019 Mount St. Mary's,DNQ,0,0,0,69.4306,67.0711,96.2617,94.7179,108.143,109.957,-15.2388,47.91282996,19.02172226,25.07260407,33.94720688,52.10308057,17.78009548,31.46292585,34.83412322,48.69655892,31.19402985,67.63110307,9.257473481,51.10896818,35.79109063,72.10884354,9.697601668,41.12952732,38.56635071,48.52071006,54.39056356,0.063571291,0.09039043
2019 Murray St.,6. Second Round,2,1,12,71.1289,69.0814,114.766,112.132,96.0872,98.847,13.2854,54.81026189,17.22252752,32.03791469,33.51149118,46.51898734,19.3073598,30.65998329,27.42616034,56.19208088,34.94152047,73.36523126,11.08374384,48.27586207,28.90855457,71.73076923,9.51979781,36.55799038,35.75949367,58.60927152,45.40816327,0.101522267,0.087019086
2019 Navy,DNQ,0,0,0,68.2444,66.8533,97.5394,97.2234,106.216,107.125,-9.90147,46.80851064,20.65632275,31.79039301,30.45912654,52.13243547,16.63850253,25.46816479,29.74186308,46.37168142,31.70731707,71.50735294,5.697445972,53.24165029,33.76963351,73.96226415,11.85840708,36.73012318,42.87317621,54.50819672,62,0.07893835,0.108244803
2019 Nebraska,DNQ,0,0,0,67.3602,66.3317,105.111,112.697,99.9638,97.1768,15.5202,49.17755201,14.30619706,28.54926299,33.04305757,48.14997533,19.2583422,32.07249803,29.9950666,48.64446166,33.37628866,69.39970717,11.24437781,46.85157421,33.76623377,70.88815789,9.837335399,37.54233188,34.18845585,50.84554679,48.77764843,0.104968546,0.071530985
2019 Nebraska Omaha,DNQ,0,0,0,69.8375,67.7939,111.425,110.024,109.657,110.381,-0.356739,54.38278008,13.46785923,24.76547842,24.06639004,54.97012493,16.81191951,25.64870259,27.05051602,51.79153094,39.28571429,71.55172414,5.640535373,55.1625239,36.47798742,74.69879518,8.957654723,36.30705394,43.18305269,43.4687157,47.98154556,0.076043015,0.065506934
2019 Nevada,7. First Round,1,1,7,70.9379,69.283,113.948,114.125,94.465,95.1961,18.9289,53.65182591,14.64157771,27.18932444,40.82041021,47.70665323,19.17547536,24.84126984,27.97379032,54.80769231,34.73684211,70.83333333,11.23218776,46.2699078,33.24905183,67.56756757,7.43006993,42.77138569,39.86895161,53.8961039,51.65644172,0.087766275,0.065720718
2019 New Hampshire,DNQ,0,0,0,66.1199,65.5487,85.9494,84.2856,104.83,107.339,-23.0534,43.95640687,18.42892052,21.56673114,21.86261559,51.48480663,16.86050175,24.74344356,37.98342541,39.44020356,32.55494505,61.32930514,5.269058296,52.13004484,33.63309353,69.81818182,9.41475827,48.08454425,38.39779006,52.65082267,42.02453988,0.057695405,0.081781836
2019 New Mexico,DNQ,0,0,0,74.1371,72.7249,101.962,104.028,104.783,105.623,-1.59502,49.48648649,19.36255847,28.95622896,39.2972973,51.63188871,18.18775155,28.18911686,37.07865169,47.74255524,34.48702101,70.01375516,8.116883117,50.81168831,35.47880691,68.83116883,9.702209414,43.72972973,34.082397,53.7371134,55.8685446,0.09006853,0.095289894
2019 New Mexico St.,7. First Round,1,1,12,67.9012,65.6538,113.701,112.733,95.2348,99.1319,13.6009,54.08110883,17.81756986,36.85612789,34.54825462,48.90449438,18.92839092,21.95121951,32.58426966,56.90978887,33.88520971,67.6077266,7.527881041,48.14126394,33.38068182,70.86206897,5.950095969,46.50924025,39.5505618,53.11111111,38.64541833,0.081312102,0.072425533
2019 New Orleans,DNQ,0,0,0,68.8753,68.2471,98.3291,97.0972,101.617,104.766,-7.66904,47.98798799,21.76175262,32.76190476,36.03603604,50,22.54069679,34.23423423,40.35736291,47.15860899,33.33333333,69.5,10.51162791,50.51162791,32.66423358,70.53435115,10.60220526,29.18918919,33.76463339,55.01392758,53.60110803,0.109052183,0.113920584
2019 Niagara,DNQ,0,0,0,70.1696,69.5652,103.188,101.703,108.36,115.26,-13.557,49.15209327,17.30842843,27.13440406,33.33333333,53.44295992,16.1545332,26.21184919,25.28263104,46.12706701,35.90785908,73.60890302,10.40983607,51.31147541,38.01652893,71.54471545,8.61618799,39.10969793,37.30729702,43.14465409,50.77605322,0.05680715,0.08032886
2019 Nicholls St.,DNQ,0,0,0,69.9405,68.4178,100.67,98.7697,107.589,111.409,-12.6388,50.15281174,17.21750884,23.54124748,21.88264059,50.96273292,18.10987973,33.64879075,35.96273292,45.49600912,37.02239789,77.09497207,9.662288931,53.47091932,30.69852941,70.46632124,10.83238312,46.39364303,33.78881988,54.55882353,56.71641791,0.086612468,0.065615506
2019 NJIT,DNQ,0,0,0,68.8637,66.514,100.891,101.241,99.3163,102.518,-1.27682,50.69892473,17.10306289,21.87226597,38.38709677,48.998999,17.94974917,27.16150082,29.72972973,49.82905983,34.7826087,71.8487395,7.091633466,48.84462151,32.83983849,67.84511785,10.25641026,37.09677419,37.18718719,44.47144593,50.05834306,0.089748746,0.080011854
2019 Norfolk St.,DNQ,0,0,0,70.9469,69.1757,100.336,97.6457,98.7073,106.044,-8.39809,49.62646745,20.26799258,27.39726027,38.20704376,49.21663965,20.73150177,28.90559733,42.57158293,46.13423959,37.01578192,71.64804469,11.91369606,48.03001876,33.88535032,67.00507614,9.345794393,37.19316969,42.40950837,51.43570537,57.45501285,0.080903422,0.06994775
2019 North Alabama,DNQ,0,0,0,70.5473,68.3699,92.5393,95.0784,105.454,105.26,-10.1815,44.50867052,19.27898542,27.32003469,30.80924855,52.62355095,17.18556023,25.10288066,38.01098231,44.43359375,29.74504249,68.10506567,6.007751938,52.61627907,35.09060956,71.91011236,13.4765625,40.80924855,37.0347773,44.36090226,52.91005291,0.088605438,0.09201334
2019 North Carolina,5. Sweet 16,3,2,1,76.1162,74.3542,112.438,120.026,95.8954,90.8372,29.1883,52.86307054,17.20760094,35.3200883,30.20746888,48.93238434,18.30362647,22.85513361,28.4252669,52.06718346,36.19489559,74.31318681,9.501187648,47.90182106,33.50253807,67.91862285,10.98191214,35.76763485,43.81672598,60.64400716,54.22459893,0.092066145,0.088778069
2019 North Carolina A&T,DNQ,0,0,0,67.5464,65.6116,99.9973,96.4599,101.87,108.042,-11.5821,51.05105105,19.42650225,27.08124373,31.05105105,48.76152074,20.69876688,34.69767442,31.97004608,50.98406748,34.11371237,66.7311412,8.941605839,49.45255474,31.71875,70.81081081,9.746954077,35.91591592,36.86635945,54.14438503,54.63087248,0.094930515,0.088079859
2019 North Carolina Central,7. First Round,1,1,16,67.1363,65.2686,100.502,96.7551,100.749,108.661,-11.9057,49.88269795,22.69360633,34.81195757,33.48973607,49.88505747,17.51197951,26.91943128,31.37931034,51.3413506,31.57051282,70.7530648,6.893542757,50.87260035,31.98653199,69.23076923,10.82331175,36.59824047,34.13793103,59.84042553,52.39327296,0.075805281,0.088279568
2019 North Carolina St.,DNQ,0,0,0,71.7379,70.8339,109.44,112.833,97.2631,96.1733,16.6598,52.04829668,17.25521091,35.96168018,28.50366537,49.38635248,21.55940606,28.76386688,38.78252332,51.6453996,35.18072289,70.80181543,10.31390135,50.9715994,30.90128755,70.37974684,10.14103425,35.79128935,34.31516937,50.80113101,52.11581292,0.098765907,0.086083903
2019 North Dakota,DNQ,0,0,0,71.0817,69.6056,99.3412,97.444,106.482,106.219,-8.77447,51.2574454,17.91004396,20.97130243,27.20052945,52.48203788,17.31484613,25.40415704,29.98040496,49.63273872,36.02150538,68.85644769,6.019417476,52.23300971,35.32934132,78.64923747,6.400839454,36.92918597,32.72370999,48.21958457,42.37762238,0.076293541,0.100101454
2019 North Dakota St.,7. First Round,1,1,16,66.4861,64.8533,108.198,106.675,110.054,109.873,-3.19748,53.54374308,15.74767518,20.74215033,32.22591362,53.63636364,14.43536892,25.8812616,26.49350649,52.12765957,36.72055427,76.80412371,6.607574537,52.61885576,36.98830409,74.50980392,10,47.95127353,35.53246753,45.79207921,45.58498896,0.066972871,0.077380818
2019 North Florida,DNQ,0,0,0,73.2924,71.8526,100.495,103.847,104.234,104.841,-0.994179,52.12879191,21.74401464,29.38557435,25.33262374,48.11507937,16.92175333,32.76561233,30.60515873,53.16455696,33.92018779,68.69747899,10.90146751,47.44933613,33.16239316,70.01620746,9.834469328,45.3432677,29.01785714,58.56287425,55.44100802,0.080224893,0.124502019
2019 North Texas,DNQ,0,0,0,67.3857,65.219,99.7632,99.6096,94.7116,99.0909,0.518635,49.2173913,20.11313639,30.72625698,27.65217391,47.42785445,19.81735497,24.35282838,37.70388959,50.4587156,31.72043011,67.08595388,7.976071785,46.36091725,32.82571912,68.05324459,12.6401631,43.13043478,37.07653701,51.02599179,49.7723824,0.089227394,0.09662193
2019 Northeastern,7. First Round,1,1,13,66.215,66.0919,112.969,111.619,104.428,102.864,8.75462,56.49350649,16.61307026,22.65402844,34.30735931,52.09735888,16.70027797,24.61677187,27.75763853,55.75757576,38.22843823,75.07886435,5.982215036,52.95068715,33.71757925,73.50746269,7.373737374,46.42857143,35.9399275,54.54545455,45.33183352,0.092004142,0.080667139
2019 Northern Arizona,DNQ,0,0,0,70.0135,68.4259,103.349,100.514,109.796,112.435,-11.9213,50.27487631,17.00367384,25.8178603,33.75481034,54.95372891,16.59229464,26.39691715,29.66793685,49.1588785,34.57943925,70.52117264,6.274131274,55.88803089,35.83021223,70.27522936,8.317757009,41.17647059,43.60370169,48.53503185,54.04157044,0.089589249,0.078162049
2019 Northern Colorado,DNQ,0,0,0,68.3873,66.3914,106.519,102.287,101.677,104.722,-2.43417,52.92035398,18.39800126,27.79960707,34.80825959,51.36390017,18.6388128,25.81280788,28.14857806,53.51351351,34.80519481,69.83050847,8.016877637,49.62025316,36.80297398,72.37113402,10.48648649,45.42772861,31.22460824,50.0655308,45.03816794,0.078022937,0.095361368
2019 Northern Illinois,DNQ,0,0,0,67.5935,65.8369,107.166,108.93,105.114,105.071,3.85925,52.58253461,17.14540446,27.21342032,26.51757188,51.87606595,17.78549956,26.75044883,39.11313246,51.57232704,36.46864686,73.29317269,7.306889353,50,36.07990012,68.02325581,7.783018868,32.26837061,45.53723707,39.11060433,56.25,0.077725834,0.073153726
2019 Northern Iowa,DNQ,0,0,0,65.1082,64.3083,98.1374,101.233,101.107,102.385,-1.15241,48.87152778,17.854893,23.23612418,27.60416667,51.06951872,18.19087217,23.12252964,32.44206774,46.15384615,35,74.21383648,6.583969466,50.95419847,34.17322835,71.97802198,7.591093117,42.82407407,37.73024361,48.11188811,48.86817577,0.070555626,0.100793751
2019 Northern Kentucky,7. First Round,1,1,14,69.2867,67.9846,111.424,109.341,100.467,102.823,6.51829,54.578564,17.83709008,30.61946903,34.75546306,49.14392723,18.40128028,26.03806228,35.15248796,54.96453901,36.02015113,67.06586826,11.05263158,49.9122807,31.96159122,72.45053272,11.61347518,41.31113424,39.00481541,61.69977925,51.62094763,0.08462853,0.085062522
2019 Northwestern,DNQ,0,0,0,66.8418,65.8947,97.6372,103.032,96.6122,93.4766,9.55582,46.60645868,16.14596322,24.13194444,30.15873016,46.66666667,17.86263172,26.2966333,34.01129944,46.35272392,31.3172043,73.50272232,11.13881962,47.96342477,29.27689594,71.42857143,9.602954755,40.72249589,32.03389831,61.36054422,56.52759085,0.081657745,0.085369461
2019 Northwestern St.,DNQ,0,0,0,69.642,68.5005,90.7079,90.0257,106.357,109.727,-19.7016,44.66540404,22.67253814,28.92483349,33.58585859,51.16065974,19.52075033,34.76095618,36.46915089,46.16141732,27.99295775,68.42105263,11.10029211,48.10126582,37.54098361,69.34673367,11.02362205,35.85858586,37.2632865,46.01910828,57.81466113,0.085403283,0.112345985
2019 Notre Dame,DNQ,0,0,0,66.4273,65.1386,103.058,108.344,104.097,100.761,7.58373,46.22402433,13.91359883,28.9514867,30.1064369,49.00299103,16.3769901,31.14215283,21.83449651,45.40540541,31.5179606,74.41077441,11.66272656,48.62096139,33.10719132,70.77625571,8.558558559,43.74049671,36.73978066,54.51030928,49.12891986,0.081656859,0.074357922
2019 Oakland,DNQ,0,0,0,69.8592,68.5654,109.181,107.403,110.467,109.543,-2.1402,54.23119469,18.49077411,25.63380282,35.67477876,53.02254098,17.15409164,32.52904379,27.97131148,52.20804711,37.89607098,74.41860465,7.362459547,53.15533981,35.19553073,72.89377289,9.519136408,43.63938053,36.68032787,66.54632972,55.55555556,0.08109207,0.091785529
2019 Ohio,DNQ,0,0,0,71.1419,69.1647,95.8874,98.7126,103.253,100.251,-1.53811,48.60637088,20.04223682,28.17281728,33.16268487,50.83379655,18.37590766,27.42382271,31.23957754,50.73977372,29.72085386,63.12178388,10.01838235,48.89705882,35.8649789,70.81850534,6.35335074,34.64163823,39.52195664,56.15183246,51.71537484,0.088870888,0.106459918
2019 Ohio St.,6. Second Round,2,1,11,66.8768,65.7436,103.341,109.375,98.9532,94.3414,15.0331,50.28482651,18.73296458,27.5862069,33.66131538,48.31518922,18.17822986,25.87646077,31.77812338,49.69749352,34.10852713,73.38461538,7.042253521,47.88732394,32.68698061,74.06199021,9.248055315,40.08285862,37.42871954,58.87961859,50.12285012,0.087904116,0.093024744
2019 Oklahoma,6. Second Round,2,1,9,69.7223,68.7492,101.398,109.532,98.1919,93.9849,15.5475,50.43037975,16.96663264,25.82001682,31.29113924,47.51908397,17.30511908,27.95779955,23.13931298,49.73504921,34.55657492,69.74110032,8.285946385,45.81640942,33.29479769,67.21649485,9.462528388,33.11392405,41.26908397,48.69762174,49.76525822,0.085890933,0.09519931
